id,device_id,name,lat,lng,address
37336,003T1288,港陆广场,31.242715,121.48173,牛庄路809号
37337,003T1323,盛平房产,31.233486,121.499221,福佑路安仁街
37338,003T1293,福佑路小商品市场,31.233419,121.494207,福佑路
37339,003T1301,方浜路大方路,31.226713,121.488266,方浜路大方路
37340,003T1230,解放报社,31.24338,121.487772,山东中路311号斜对面
37341,003T1214,海伦宾馆,31.241278,121.488253,九江路505号对面
37342,003T1306,农业银行,31.228836,121.449071,北海路（福建路和湖海路中间）
37343,003T1297,大沽路,31.232675,121.478548,大沽路
37344,003T1135,格致中学,31.235514,121.486621,广东路广西路
37345,003T1281,兴力浦房产公司,31.035879,121.740949,汉口路130号对面，四川路不到马路边
37346,003T1260,淮海警署,31.229166,121.484777,淮海警署
37347,003T1313,曙光医院,31.327143,121.544091,市光医院
37350,003T1280,露香苑,31.233279,121.500578,露香园路人民路近老城隍庙
37351,003T1309,中山南路陆家浜路,31.214924,121.507736,中山南路陆家浜路
37352,003T1310,中山南路陆家浜路,31.214924,121.507736,中山南路陆家浜路
37353,003T1010,五芳斋点心店,31.241374,121.497127,四川路福州路
37354,003T1011,黄埔区中心医院,31.239583,121.495953,四川路广东路
37355,003T1013,群力草药店,31.241374,121.497127,福州路
37356,003T1014,老半斋酒楼,31.238651,121.486039,福州路浙江路口
37357,003T1015,王宝和酒家,31.238267,121.485979,浙江中路167号
37358,003T1016,解放日报报社,31.241899,121.49128,汉口路300号
37359,003T1033,南新雅饮食城,31.240897,121.483441,南京东路719号
37360,003T1070,上海新亚丽晶大厦,31.227206,121.510734,中山南路315号
37361,003T1071,紫霞幼儿园,31.22758,121.505164,中华路195号
37362,003T1255,埃力生国际大厦,31.233227,121.50197,福佑路8号
37363,003T1077,建筑装饰总公司,31.240484,121.497952,广东路17号
37364,003T1081,建筑装饰总公司,31.240484,121.497952,广东路17号
37365,003T1087,新源广场,31.226591,121.508385,中山南路268号（豆市街4号对面）
37366,003T1107,久事大厦,31.23067,121.506309,中山南路28号
37367,003T1116,上海乔家栅龙云店,31.22631,121.50543,中华路297号
37368,003T1151,上海石浦人家餐饮管理有限公司,31.218431,121.513372,中山南路891号
37369,003T1152,中国石油,31.24567,121.495505,中山东一路24号C甲
37370,003T1156,上海市消防局,31.224232,121.417799,中山南路333号
37371,003T1172,香灵阁小吃店,31.23942,121.484608,汉口路653号
37372,003T1174,上海自来水市南管线管理所,31.214871,121.49959,半淞园路357号
37373,003T1218,上海滩商厦,31.235673,121.498465,人民路388号
37374,003T1246,小绍兴配餐公司,31.229119,121.504641,中华路97号旁
37375,003T1250,上海慈修庵,31.229517,121.49318,秦苓街15号近方滨中路
37376,003T1252,光明初级中学,31.230187,121.498878,三牌楼路
37377,003T1258,上海儿童艺术剧院,31.203351,121.498946,苗江路龙华东路
37378,003T1261,光明小学,31.229114,121.500333,盛家街40号
37379,003T1298,明天广场,31.236866,121.475321,南京西路389号
37380,003T1304,黄浦区第一中心小学,31.225602,121.508988,豆市街20号
37381,003T1333,上海市市八初级中学,31.222716,121.482198,复兴东路123号
37382,003T1348,外滩SOHO,31.23582,121.501246,人民路292号
37383,003T1349,外滩SOHO,31.23582,121.501246,人民路292号
37384,003T2029,安远路大众美林阁,31.218868,121.436341,安远路674号
37385,003T2031,西部俊园,31.24047,121.450587,安远路800号旁
37386,003T2068,友力国际大厦,31.250155,121.450802,江宁路1158号
37387,003T2071,陕西北路澳门路,31.252293,121.445363,陕西北路1688号
37388,003T2073,东方罗玛浴场,31.253677,121.447562,江宁路1420号
37389,003T2007,华山医院,31.222414,121.449287,乌鲁木齐中路12号
37390,003T2009,展览中心,31.231076,121.458174,延安中路1000号
37391,003T2010,静安时代广场,31.23637,121.466632,吴江路188号
37392,003T2022,华东医院,31.224851,121.447897,延安西路221号
37393,003T2116,上海科技馆,31.241385,121.468283,山海关路慈溪路
37394,003T2121,南证大厦,31.238264,121.472305,南京西路280号
37395,003T2124,协和城,31.228067,121.44839,永源路100号
37396,003T2144,金富得商业广场,31.234885,121.460973,陕西北路288号
37397,003T1273,弘胜地产,31.220073,121.480173,淡水路合肥路
37398,003T1318,新金仕宝,31.215477,121.482146,马当路588弄
37399,003T1334,上海城建投资开发总公司,31.217716,121.470586,永嘉路18号
37400,003T1335,上海城建投资总公司,31.217716,121.470586,永嘉路18号
37401,003T1337,绿地卢湾917,31.151427,121.152259,龙华东路917号
37402,003T1391,中山南路119号,31.225795,121.512553,复兴东路，外马路口
